Customer_ID,Age,Gender,Location,Channel,Marketing_Exposure,Flavor,Pack_Size,Price_Per_Unit,Order_Date,Units_Purchased,Total_Bill_Value,Discount_Used,Customer_Rating,Repeat_Purchase,Time_to_Reorder,Month,Promotion_Campaign,Avg_Order_Value,Customer_Segment
C0194,22,Male,Kolkata,Retail,Social Media,Gin Fizz,Single,250,28-04-2025,1,250,No,4,Yes,0,Apr,Yes,250,Gen Z
C0195,44,Male,Pune,Online,Social Media,Margarita,Single,250,25-01-2025,1,250,Yes,5,Yes,0,Jan,No,250,Gen X
C0196,21,Female,Ahmedabad,Online,None,Mojito,12-Pack,400,19-03-2025,12,4800,Yes,4,Yes,0,Mar,Yes,400,Gen Z
C0197,40,Female,Pune,Online,Email,Rum Punch,Single,250,30-01-2025,1,250,No,4,Yes,28,Jan,Yes,250,Gen X
C0198,22,Female,Chennai,Online,Social Media,Cosmopolitan,4-Pack,350,24-03-2025,4,1400,No,3,No,0,Mar,Yes,350,Gen Z
C0199,38,Female,Mumbai,Retail,Social Media,Rum Punch,Single,250,08-03-2025,1,250,Yes,4,Yes,17,Mar,No,250,Gen X
C0200,43,Female,Kolkata,Online,Social Media,Rum Punch,12-Pack,400,25-02-2025,12,4800,No,5,No,0,Feb,No,400,Gen X
C0201,30,Female,Mumbai,Retail,None,Mojito,12-Pack,400,28-06-2025,12,4800,Yes,4,Yes,0,Jun,No,400,Millennial
C0202,28,Female,Chennai,Online,Email,Gin Fizz,4-Pack,350,23-03-2025,8,2800,No,4,Yes,30,Mar,Yes,350,Millennial
C0203,32,Male,Hyderabad,Online,Email,Long Island,Single,250,01-01-2025,1,250,Yes,5,Yes,30,Jan,Yes,250,Millennial
C0204,25,Female,Ahmedabad,Online,Social Media,Long Island,4-Pack,350,01-01-2025,8,2800,No,5,No,0,Jan,Yes,350,Gen Z
C0205,25,Female,Ahmedabad,Online,None,Rum Punch,Single,250,09-05-2025,1,250,No,3,No,0,May,No,250,Gen Z
C0206,28,Female,Pune,Retail,Email,Mojito,Single,250,08-02-2025,1,250,Yes,3,No,0,Feb,No,250,Millennial
C0207,29,Female,Pune,Retail,Social Media,Rum Punch,12-Pack,400,09-01-2025,12,4800,Yes,4,Yes,19,Jan,No,400,Millennial
C0208,36,Female,Ahmedabad,Retail,Email,Gin Fizz,Single,250,10-02-2025,1,250,Yes,5,Yes,14,Feb,No,250,Gen X
C0209,38,Female,Mumbai,Retail,Social Media,Gin Fizz,Single,250,25-01-2025,1,250,Yes,5,No,0,Jan,Yes,250,Gen X
C0210,43,Male,Mumbai,Retail,Social Media,Cosmopolitan,4-Pack,350,31-05-2025,4,1400,Yes,5,No,0,May,No,350,Gen X
C0211,43,Male,Delhi,Retail,Social Media,Cosmopolitan,4-Pack,350,27-05-2025,8,2800,No,3,Yes,27,May,Yes,350,Gen X
C0212,38,Female,Hyderabad,Online,Email,Long Island,12-Pack,400,05-04-2025,12,4800,No,4,Yes,28,Apr,Yes,400,Gen X
C0213,27,Female,Ahmedabad,Online,None,Margarita,4-Pack,350,20-03-2025,4,1400,No,5,No,0,Mar,No,350,Millennial
C0214,24,Female,Pune,Online,Social Media,Gin Fizz,12-Pack,400,17-05-2025,12,4800,No,5,No,0,May,Yes,400,Gen Z
C0215,29,Male,Chennai,Online,Email,Margarita,4-Pack,350,07-06-2025,4,1400,No,5,Yes,8,Jun,Yes,350,Millennial
C0216,31,Male,Ahmedabad,Retail,None,Margarita,4-Pack,350,21-06-2025,4,1400,Yes,4,No,0,Jun,No,350,Millennial
C0217,42,Female,Hyderabad,Online,Social Media,Margarita,4-Pack,350,10-01-2025,4,1400,Yes,4,Yes,0,Jan,No,350,Gen X
C0218,27,Female,Hyderabad,Online,Email,Gin Fizz,Single,250,25-03-2025,1,250,No,4,Yes,0,Mar,No,250,Millennial
C0219,39,Female,Bangalore,Online,None,Rum Punch,4-Pack,350,09-03-2025,4,1400,Yes,4,No,0,Mar,No,350,Gen X
C0220,24,Male,Pune,Online,Social Media,Margarita,Single,250,08-03-2025,1,250,Yes,4,Yes,26,Mar,No,250,Gen Z
C0221,35,Male,Chennai,Retail,None,Margarita,4-Pack,350,21-05-2025,4,1400,No,5,Yes,12,May,No,350,Millennial
C0222,31,Male,Kolkata,Retail,None,Gin Fizz,Single,250,09-01-2025,1,250,No,5,Yes,17,Jan,No,250,Millennial
C0223,42,Female,Chennai,Online,Email,Margarita,Single,250,18-03-2025,1,250,No,4,Yes,25,Mar,No,250,Gen X
C0224,25,Male,Pune,Online,Social Media,Long Island,12-Pack,400,03-06-2025,12,4800,No,3,No,0,Jun,No,400,Gen Z
C0225,44,Female,Chennai,Retail,Email,Long Island,Single,250,21-04-2025,1,250,No,3,No,0,Apr,No,250,Gen X
C0226,24,Female,Pune,Online,Social Media,Margarita,Single,250,13-03-2025,1,250,Yes,4,Yes,0,Mar,No,250,Gen Z
C0227,36,Male,Kolkata,Retail,Social Media,Cosmopolitan,4-Pack,350,06-04-2025,4,1400,No,3,Yes,17,Apr,Yes,350,Gen X
C0228,38,Female,Mumbai,Online,Social Media,Gin Fizz,12-Pack,400,24-02-2025,12,4800,No,5,Yes,13,Feb,Yes,400,Gen X
C0229,32,Female,Ahmedabad,Retail,Email,Rum Punch,4-Pack,350,29-05-2025,8,2800,Yes,5,Yes,23,May,Yes,350,Millennial
C0230,41,Female,Hyderabad,Retail,Social Media,Margarita,Single,250,05-02-2025,1,250,Yes,4,Yes,0,Feb,No,250,Gen X
C0231,37,Female,Pune,Retail,Social Media,Whisky Sour,4-Pack,350,12-01-2025,4,1400,No,4,No,0,Jan,Yes,350,Gen X
C0232,22,Male,Delhi,Online,Social Media,Whisky Sour,12-Pack,400,18-03-2025,12,4800,No,4,Yes,0,Mar,Yes,400,Gen Z
C0233,35,Female,Kolkata,Online,None,Margarita,4-Pack,350,04-06-2025,4,1400,No,4,Yes,0,Jun,Yes,350,Millennial
C0234,34,Male,Mumbai,Retail,Social Media,Whisky Sour,Single,250,03-02-2025,1,250,No,3,Yes,0,Feb,No,250,Millennial
C0235,37,Male,Pune,Online,Social Media,Margarita,4-Pack,350,16-06-2025,8,2800,No,4,Yes,26,Jun,No,350,Gen X
C0236,38,Male,Bangalore,Online,Social Media,Gin Fizz,Single,250,20-03-2025,1,250,Yes,3,No,0,Mar,No,250,Gen X
C0237,25,Male,Pune,Retail,Email,Gin Fizz,Single,250,09-04-2025,1,250,No,4,Yes,0,Apr,No,250,Gen Z
C0238,27,Female,Delhi,Retail,Social Media,Rum Punch,12-Pack,400,08-01-2025,12,4800,No,4,Yes,14,Jan,No,400,Millennial
C0239,36,Female,Kolkata,Online,Social Media,Whisky Sour,4-Pack,350,13-04-2025,4,1400,No,5,Yes,22,Apr,No,350,Gen X
C0240,43,Female,Kolkata,Online,Email,Rum Punch,Single,250,02-02-2025,1,250,No,5,No,0,Feb,Yes,250,Gen X
C0241,25,Female,Ahmedabad,Online,Email,Cosmopolitan,4-Pack,350,25-03-2025,8,2800,Yes,5,Yes,0,Mar,No,350,Gen Z
C0242,26,Female,Bangalore,Retail,Social Media,Whisky Sour,4-Pack,350,19-04-2025,4,1400,No,4,Yes,0,Apr,Yes,350,Millennial
C0243,36,Female,Hyderabad,Retail,None,Long Island,Single,250,07-03-2025,1,250,Yes,3,No,0,Mar,No,250,Gen X
C0244,31,Female,Chennai,Retail,Email,Long Island,Single,250,05-06-2025,1,250,No,4,No,0,Jun,No,250,Millennial
C0245,40,Male,Mumbai,Retail,Social Media,Margarita,Single,250,16-03-2025,1,250,Yes,4,Yes,0,Mar,No,250,Gen X
C0246,43,Male,Hyderabad,Online,Email,Margarita,4-Pack,350,28-06-2025,4,1400,Yes,4,Yes,27,Jun,No,350,Gen X
C0247,34,Male,Ahmedabad,Retail,Social Media,Rum Punch,12-Pack,400,17-02-2025,12,4800,No,4,No,0,Feb,Yes,400,Millennial
C0248,22,Female,Kolkata,Online,Social Media,Whisky Sour,12-Pack,400,31-05-2025,12,4800,No,5,Yes,26,May,Yes,400,Gen Z
C0249,44,Male,Kolkata,Online,None,Cosmopolitan,Single,250,27-04-2025,1,250,No,5,No,0,Apr,No,250,Gen X
C0250,40,Female,Chennai,Retail,Email,Rum Punch,4-Pack,350,28-02-2025,4,1400,No,4,Yes,0,Feb,Yes,350,Gen X
C0251,24,Male,Hyderabad,Online,Social Media,Cosmopolitan,Single,250,18-06-2025,1,250,No,4,Yes,9,Jun,Yes,250,Gen Z
C0252,29,Female,Mumbai,Online,None,Mojito,12-Pack,400,07-05-2025,12,4800,No,5,Yes,0,May,Yes,400,Millennial
C0253,37,Female,Hyderabad,Online,Social Media,Whisky Sour,Single,250,11-03-2025,1,250,No,4,No,0,Mar,Yes,250,Gen X
C0254,25,Female,Pune,Online,Social Media,Margarita,Single,250,31-12-2024,1,250,No,4,No,0,Dec,No,250,Gen Z
C0255,21,Female,Mumbai,Online,Email,Mojito,Single,250,05-03-2025,1,250,No,4,Yes,0,Mar,Yes,250,Gen Z
C0256,42,Female,Mumbai,Retail,Email,Whisky Sour,4-Pack,350,13-04-2025,4,1400,Yes,4,Yes,0,Apr,No,350,Gen X
C0257,42,Female,Ahmedabad,Online,Social Media,Margarita,4-Pack,350,11-02-2025,8,2800,Yes,4,No,0,Feb,Yes,350,Gen X
C0258,32,Female,Kolkata,Retail,None,Mojito,Single,250,17-02-2025,1,250,No,4,Yes,0,Feb,No,250,Millennial
C0259,36,Male,Bangalore,Online,Social Media,Cosmopolitan,4-Pack,350,12-04-2025,4,1400,Yes,4,Yes,0,Apr,No,350,Gen X
C0260,41,Male,Pune,Online,Email,Rum Punch,Single,250,10-01-2025,1,250,No,4,Yes,15,Jan,Yes,250,Gen X
C0261,39,Female,Bangalore,Retail,Email,Gin Fizz,Single,250,04-01-2025,1,250,No,3,No,0,Jan,No,250,Gen X
C0262,33,Male,Kolkata,Online,Social Media,Long Island,4-Pack,350,12-03-2025,8,2800,No,4,Yes,0,Mar,No,350,Millennial
C0263,25,Female,Delhi,Online,Email,Rum Punch,Single,250,25-05-2025,1,250,Yes,3,No,0,May,No,250,Gen Z
C0264,22,Male,Bangalore,Retail,None,Gin Fizz,4-Pack,350,03-01-2025,4,1400,No,4,No,0,Jan,No,350,Gen Z
C0265,39,Male,Chennai,Online,None,Rum Punch,4-Pack,350,12-02-2025,4,1400,No,4,Yes,24,Feb,No,350,Gen X
C0266,27,Female,Hyderabad,Retail,Email,Rum Punch,Single,250,08-05-2025,1,250,No,3,No,0,May,Yes,250,Millennial
C0267,37,Male,Delhi,Retail,Email,Whisky Sour,4-Pack,350,05-04-2025,4,1400,No,5,No,0,Apr,Yes,350,Gen X
C0268,43,Male,Bangalore,Retail,Social Media,Margarita,Single,250,05-06-2025,1,250,No,4,Yes,15,Jun,No,250,Gen X
C0269,32,Female,Hyderabad,Retail,None,Rum Punch,12-Pack,400,18-03-2025,24,9600,No,4,Yes,0,Mar,Yes,400,Millennial
C0270,44,Female,Mumbai,Online,Social Media,Mojito,4-Pack,350,16-03-2025,4,1400,No,4,Yes,0,Mar,Yes,350,Gen X
C0271,23,Male,Chennai,Online,Social Media,Whisky Sour,4-Pack,350,15-05-2025,4,1400,No,4,Yes,0,May,No,350,Gen Z
C0272,21,Male,Chennai,Online,Social Media,Margarita,12-Pack,400,05-06-2025,12,4800,No,4,Yes,0,Jun,No,400,Gen Z
C0273,30,Male,Ahmedabad,Online,Social Media,Gin Fizz,Single,250,26-06-2025,1,250,No,3,No,0,Jun,Yes,250,Millennial
C0274,25,Female,Pune,Online,Social Media,Gin Fizz,12-Pack,400,21-06-2025,12,4800,Yes,4,Yes,23,Jun,No,400,Gen Z
C0275,42,Male,Bangalore,Online,Social Media,Long Island,4-Pack,350,16-05-2025,4,1400,No,5,Yes,0,May,Yes,350,Gen X
C0276,39,Female,Delhi,Online,Email,Margarita,4-Pack,350,13-01-2025,4,1400,No,4,Yes,30,Jan,No,350,Gen X
C0277,35,Female,Bangalore,Retail,Social Media,Gin Fizz,4-Pack,350,28-04-2025,4,1400,Yes,4,No,0,Apr,No,350,Millennial
C0278,27,Female,Bangalore,Online,Social Media,Margarita,4-Pack,350,16-03-2025,4,1400,Yes,5,No,0,Mar,No,350,Millennial
C0279,33,Male,Chennai,Online,Social Media,Cosmopolitan,4-Pack,350,11-05-2025,4,1400,Yes,4,Yes,0,May,Yes,350,Millennial
C0280,39,Male,Mumbai,Online,Social Media,Rum Punch,4-Pack,350,07-02-2025,4,1400,Yes,4,Yes,30,Feb,Yes,350,Gen X
C0281,31,Female,Delhi,Retail,Social Media,Rum Punch,4-Pack,350,03-02-2025,8,2800,No,4,No,0,Feb,No,350,Millennial
C0282,27,Female,Ahmedabad,Retail,Social Media,Gin Fizz,Single,250,01-03-2025,1,250,No,4,No,0,Mar,No,250,Millennial
C0283,39,Male,Kolkata,Online,Social Media,Rum Punch,Single,250,10-02-2025,1,250,No,4,No,0,Feb,No,250,Gen X
C0284,42,Female,Hyderabad,Retail,Email,Long Island,4-Pack,350,04-03-2025,4,1400,Yes,4,No,0,Mar,Yes,350,Gen X
C0285,44,Female,Chennai,Online,Email,Rum Punch,12-Pack,400,11-05-2025,12,4800,No,3,Yes,9,May,Yes,400,Gen X
C0286,25,Female,Mumbai,Retail,Social Media,Gin Fizz,4-Pack,350,19-05-2025,4,1400,No,5,No,0,May,No,350,Gen Z
C0287,28,Male,Hyderabad,Online,Email,Rum Punch,Single,250,17-03-2025,1,250,No,3,No,0,Mar,No,250,Millennial
C0288,34,Male,Ahmedabad,Retail,None,Margarita,Single,250,17-06-2025,1,250,No,4,Yes,14,Jun,No,250,Millennial
C0289,30,Female,Kolkata,Online,Social Media,Mojito,Single,250,23-04-2025,1,250,No,4,Yes,8,Apr,No,250,Millennial
C0290,43,Male,Delhi,Retail,Social Media,Cosmopolitan,12-Pack,400,20-06-2025,12,4800,No,4,No,0,Jun,No,400,Gen X
C0291,41,Male,Kolkata,Online,Social Media,Long Island,4-Pack,350,02-04-2025,4,1400,No,5,Yes,0,Apr,No,350,Gen X
C0292,40,Male,Bangalore,Retail,Social Media,Margarita,4-Pack,350,25-02-2025,4,1400,No,4,Yes,19,Feb,No,350,Gen X
C0293,38,Female,Chennai,Online,Social Media,Whisky Sour,12-Pack,400,21-05-2025,12,4800,No,4,Yes,0,May,No,400,Gen X
C0294,38,Male,Mumbai,Online,Email,Mojito,Single,250,09-04-2025,1,250,No,3,Yes,17,Apr,Yes,250,Gen X
C0295,39,Male,Bangalore,Online,None,Long Island,4-Pack,350,10-03-2025,8,2800,No,4,Yes,0,Mar,No,350,Gen X
C0296,37,Male,Kolkata,Retail,Social Media,Rum Punch,Single,250,14-05-2025,1,250,No,5,Yes,29,May,No,250,Gen X
C0297,33,Female,Mumbai,Online,Social Media,Rum Punch,Single,250,02-02-2025,1,250,No,5,Yes,26,Feb,No,250,Millennial
C0298,25,Female,Hyderabad,Online,Social Media,Gin Fizz,12-Pack,400,04-01-2025,12,4800,No,4,Yes,20,Jan,Yes,400,Gen Z
C0299,27,Male,Pune,Retail,Social Media,Whisky Sour,12-Pack,400,12-03-2025,24,9600,Yes,4,Yes,0,Mar,Yes,400,Millennial
C0300,33,Male,Chennai,Retail,Social Media,Margarita,Single,250,09-03-2025,1,250,No,3,No,0,Mar,No,250,Millennial
C0301,32,Female,Kolkata,Online,Email,Mojito,Single,250,10-04-2025,1,250,No,4,Yes,0,Apr,No,250,Millennial
C0302,41,Female,Mumbai,Online,None,Gin Fizz,Single,250,10-02-2025,1,250,No,4,Yes,0,Feb,No,250,Gen X
C0303,23,Male,Kolkata,Online,Email,Cosmopolitan,4-Pack,350,08-04-2025,4,1400,No,5,Yes,12,Apr,Yes,350,Gen Z
C0304,36,Male,Chennai,Retail,Email,Rum Punch,12-Pack,400,22-05-2025,12,4800,Yes,5,No,0,May,Yes,400,Gen X
C0305,26,Female,Ahmedabad,Online,Social Media,Rum Punch,Single,250,07-01-2025,1,250,No,4,No,0,Jan,No,250,Millennial
C0306,36,Female,Kolkata,Online,Email,Mojito,12-Pack,400,22-01-2025,12,4800,Yes,5,No,0,Jan,No,400,Gen X
C0307,28,Male,Mumbai,Online,Social Media,Mojito,12-Pack,400,25-03-2025,12,4800,No,4,Yes,0,Mar,Yes,400,Millennial
C0308,28,Female,Pune,Retail,Email,Gin Fizz,12-Pack,400,04-03-2025,12,4800,No,3,No,0,Mar,Yes,400,Millennial
C0309,32,Male,Pune,Retail,None,Long Island,12-Pack,400,08-05-2025,12,4800,Yes,5,Yes,10,May,Yes,400,Millennial
C0310,31,Male,Bangalore,Online,Social Media,Gin Fizz,12-Pack,400,25-02-2025,12,4800,No,5,No,0,Feb,Yes,400,Millennial
C0311,37,Male,Bangalore,Retail,Social Media,Whisky Sour,Single,250,03-01-2025,1,250,Yes,4,Yes,8,Jan,Yes,250,Gen X
C0312,41,Female,Hyderabad,Retail,Email,Mojito,12-Pack,400,18-06-2025,12,4800,No,3,No,0,Jun,No,400,Gen X
C0313,26,Male,Hyderabad,Online,Social Media,Margarita,Single,250,28-02-2025,1,250,No,5,No,0,Feb,No,250,Millennial
C0314,32,Male,Chennai,Retail,Social Media,Rum Punch,12-Pack,400,22-03-2025,24,9600,No,5,Yes,17,Mar,No,400,Millennial
C0315,39,Female,Bangalore,Online,Social Media,Gin Fizz,Single,250,08-02-2025,1,250,Yes,5,No,0,Feb,Yes,250,Gen X
C0316,37,Male,Bangalore,Retail,Email,Mojito,12-Pack,400,06-05-2025,12,4800,Yes,4,No,0,May,Yes,400,Gen X
C0317,21,Male,Hyderabad,Online,Email,Whisky Sour,12-Pack,400,15-06-2025,12,4800,No,4,No,0,Jun,No,400,Gen Z
C0318,30,Female,Chennai,Retail,Social Media,Mojito,12-Pack,400,02-01-2025,12,4800,No,5,Yes,0,Jan,No,400,Millennial
C0319,30,Female,Kolkata,Retail,Social Media,Gin Fizz,12-Pack,400,18-02-2025,24,9600,No,4,Yes,0,Feb,Yes,400,Millennial
C0320,23,Female,Pune,Online,Social Media,Long Island,Single,250,13-03-2025,1,250,No,5,Yes,27,Mar,No,250,Gen Z
C0321,21,Male,Kolkata,Online,Social Media,Long Island,12-Pack,400,03-02-2025,12,4800,No,4,Yes,7,Feb,Yes,400,Gen Z
C0322,44,Female,Delhi,Online,None,Long Island,4-Pack,350,25-03-2025,4,1400,No,4,No,0,Mar,Yes,350,Gen X
C0323,27,Male,Bangalore,Retail,None,Gin Fizz,12-Pack,400,19-03-2025,12,4800,No,4,Yes,26,Mar,No,400,Millennial
C0324,29,Female,Kolkata,Online,Email,Gin Fizz,Single,250,11-01-2025,1,250,No,4,Yes,9,Jan,No,250,Millennial
C0325,35,Female,Pune,Retail,None,Cosmopolitan,Single,250,28-02-2025,1,250,No,5,No,0,Feb,Yes,250,Millennial
C0326,37,Male,Pune,Online,Social Media,Gin Fizz,4-Pack,350,09-01-2025,4,1400,Yes,5,Yes,0,Jan,Yes,350,Gen X
C0327,30,Male,Kolkata,Online,Social Media,Rum Punch,Single,250,22-05-2025,1,250,No,5,Yes,0,May,Yes,250,Millennial
C0328,39,Female,Pune,Retail,Email,Margarita,12-Pack,400,15-01-2025,12,4800,Yes,4,No,0,Jan,No,400,Gen X
C0329,34,Male,Delhi,Online,Social Media,Cosmopolitan,12-Pack,400,01-05-2025,12,4800,Yes,5,Yes,14,May,Yes,400,Millennial
C0330,43,Male,Mumbai,Online,Email,Rum Punch,Single,250,16-03-2025,1,250,No,4,No,0,Mar,Yes,250,Gen X
C0331,37,Male,Ahmedabad,Retail,Social Media,Gin Fizz,4-Pack,350,05-05-2025,4,1400,Yes,4,Yes,10,May,No,350,Gen X
C0332,44,Female,Mumbai,Online,Social Media,Whisky Sour,Single,250,06-01-2025,1,250,No,3,Yes,0,Jan,No,250,Gen X
C0333,29,Female,Hyderabad,Online,Social Media,Mojito,12-Pack,400,24-06-2025,24,9600,No,5,Yes,0,Jun,No,400,Millennial
C0334,23,Female,Delhi,Online,Email,Rum Punch,Single,250,03-05-2025,1,250,No,3,No,0,May,Yes,250,Gen Z
C0335,34,Male,Kolkata,Retail,None,Gin Fizz,4-Pack,350,10-05-2025,4,1400,No,5,Yes,0,May,Yes,350,Millennial
C0336,21,Female,Pune,Online,Social Media,Cosmopolitan,Single,250,02-03-2025,1,250,No,5,No,0,Mar,Yes,250,Gen Z
C0337,31,Male,Chennai,Retail,Social Media,Cosmopolitan,Single,250,12-03-2025,1,250,Yes,5,No,0,Mar,No,250,Millennial
C0338,27,Male,Kolkata,Online,None,Cosmopolitan,12-Pack,400,23-01-2025,24,9600,No,4,Yes,7,Jan,Yes,400,Millennial
C0339,41,Female,Ahmedabad,Online,Social Media,Long Island,4-Pack,350,25-05-2025,4,1400,No,4,Yes,0,May,Yes,350,Gen X
C0340,29,Male,Chennai,Retail,Social Media,Long Island,Single,250,17-03-2025,1,250,No,5,No,0,Mar,No,250,Millennial
C0341,35,Female,Chennai,Online,Email,Gin Fizz,4-Pack,350,13-01-2025,4,1400,No,4,No,0,Jan,No,350,Millennial
C0342,28,Male,Hyderabad,Online,Email,Margarita,Single,250,02-01-2025,1,250,No,3,No,0,Jan,No,250,Millennial
C0343,40,Female,Delhi,Online,Social Media,Margarita,Single,250,10-05-2025,1,250,Yes,4,Yes,0,May,Yes,250,Gen X
C0344,30,Female,Chennai,Retail,Social Media,Long Island,4-Pack,350,27-06-2025,4,1400,No,3,No,0,Jun,No,350,Millennial
C0345,39,Female,Hyderabad,Retail,Email,Margarita,Single,250,02-06-2025,1,250,Yes,5,Yes,16,Jun,No,250,Gen X
C0346,36,Male,Kolkata,Online,Email,Cosmopolitan,Single,250,03-02-2025,1,250,Yes,3,Yes,16,Feb,No,250,Gen X
C0347,42,Female,Chennai,Retail,Social Media,Whisky Sour,4-Pack,350,03-05-2025,4,1400,No,3,No,0,May,Yes,350,Gen X
C0348,27,Male,Bangalore,Online,Social Media,Long Island,12-Pack,400,24-05-2025,12,4800,No,3,No,0,May,No,400,Millennial
C0349,37,Female,Hyderabad,Online,Email,Mojito,Single,250,03-04-2025,1,250,No,3,No,0,Apr,No,250,Gen X
C0350,24,Female,Ahmedabad,Online,Email,Rum Punch,Single,250,19-04-2025,1,250,No,4,No,0,Apr,Yes,250,Gen Z
C0351,40,Male,Chennai,Online,Email,Cosmopolitan,12-Pack,400,11-03-2025,12,4800,No,3,No,0,Mar,Yes,400,Gen X
C0352,31,Male,Chennai,Online,Social Media,Long Island,4-Pack,350,12-02-2025,4,1400,No,4,Yes,22,Feb,No,350,Millennial
C0353,26,Female,Delhi,Online,Social Media,Rum Punch,Single,250,12-01-2025,1,250,No,4,Yes,0,Jan,No,250,Millennial
C0354,28,Male,Mumbai,Online,Social Media,Gin Fizz,12-Pack,400,25-06-2025,12,4800,No,4,Yes,28,Jun,No,400,Millennial
C0355,44,Female,Hyderabad,Retail,Social Media,Mojito,12-Pack,400,28-12-2024,12,4800,No,4,Yes,17,Dec,No,400,Gen X
C0356,38,Female,Hyderabad,Retail,Social Media,Cosmopolitan,4-Pack,350,13-06-2025,4,1400,Yes,4,Yes,0,Jun,No,350,Gen X
C0357,35,Female,Ahmedabad,Online,Email,Gin Fizz,Single,250,03-06-2025,1,250,No,5,Yes,11,Jun,Yes,250,Millennial
C0358,41,Female,Kolkata,Retail,Email,Margarita,12-Pack,400,02-01-2025,12,4800,No,3,No,0,Jan,No,400,Gen X
C0359,30,Male,Mumbai,Online,Social Media,Rum Punch,Single,250,18-05-2025,1,250,No,5,Yes,0,May,No,250,Millennial
C0360,34,Male,Delhi,Online,Email,Cosmopolitan,12-Pack,400,09-01-2025,24,9600,Yes,4,Yes,9,Jan,Yes,400,Millennial
C0361,42,Male,Kolkata,Retail,None,Rum Punch,Single,250,28-01-2025,1,250,No,4,Yes,15,Jan,No,250,Gen X
C0362,43,Male,Kolkata,Online,Email,Rum Punch,Single,250,12-02-2025,1,250,Yes,3,Yes,8,Feb,No,250,Gen X
C0363,38,Male,Kolkata,Online,Email,Long Island,Single,250,08-04-2025,1,250,No,5,No,0,Apr,Yes,250,Gen X
C0364,35,Female,Hyderabad,Online,Social Media,Cosmopolitan,4-Pack,350,04-04-2025,4,1400,Yes,3,No,0,Apr,Yes,350,Millennial
C0365,35,Female,Bangalore,Retail,Email,Rum Punch,12-Pack,400,06-02-2025,12,4800,No,5,No,0,Feb,No,400,Millennial
C0366,30,Male,Ahmedabad,Online,Email,Gin Fizz,4-Pack,350,11-01-2025,8,2800,No,4,Yes,23,Jan,Yes,350,Millennial
C0367,27,Female,Chennai,Online,Email,Long Island,Single,250,25-03-2025,1,250,No,5,Yes,23,Mar,No,250,Millennial
C0368,37,Female,Mumbai,Retail,None,Long Island,4-Pack,350,08-01-2025,4,1400,No,4,No,0,Jan,No,350,Gen X
C0369,42,Female,Bangalore,Retail,Email,Rum Punch,12-Pack,400,14-04-2025,12,4800,No,4,Yes,15,Apr,No,400,Gen X
C0370,39,Female,Ahmedabad,Retail,Social Media,Gin Fizz,4-Pack,350,18-05-2025,4,1400,No,4,Yes,0,May,Yes,350,Gen X
C0371,42,Female,Delhi,Online,Social Media,Gin Fizz,4-Pack,350,21-05-2025,4,1400,No,5,Yes,19,May,No,350,Gen X
C0372,40,Female,Mumbai,Retail,Email,Rum Punch,Single,250,05-03-2025,1,250,Yes,4,Yes,0,Mar,Yes,250,Gen X
C0373,40,Female,Ahmedabad,Online,Social Media,Mojito,12-Pack,400,14-05-2025,12,4800,No,5,Yes,8,May,Yes,400,Gen X
C0374,36,Female,Chennai,Online,Email,Cosmopolitan,4-Pack,350,21-05-2025,4,1400,No,5,Yes,23,May,No,350,Gen X
C0375,32,Male,Chennai,Retail,Social Media,Long Island,Single,250,20-03-2025,1,250,No,5,No,0,Mar,No,250,Millennial
C0376,23,Male,Bangalore,Online,Email,Mojito,12-Pack,400,15-03-2025,12,4800,No,4,Yes,0,Mar,Yes,400,Gen Z
C0377,28,Female,Kolkata,Online,Social Media,Gin Fizz,Single,250,25-02-2025,1,250,No,5,Yes,0,Feb,Yes,250,Millennial
C0378,22,Male,Bangalore,Online,Social Media,Whisky Sour,4-Pack,350,10-06-2025,8,2800,No,4,Yes,0,Jun,No,350,Gen Z
C0379,21,Male,Pune,Online,None,Margarita,4-Pack,350,15-06-2025,4,1400,No,5,Yes,27,Jun,No,350,Gen Z
C0380,43,Male,Ahmedabad,Retail,Email,Cosmopolitan,4-Pack,350,25-01-2025,4,1400,Yes,4,Yes,0,Jan,No,350,Gen X
C0381,23,Female,Bangalore,Retail,Email,Whisky Sour,12-Pack,400,14-01-2025,12,4800,No,4,Yes,0,Jan,No,400,Gen Z
C0382,38,Male,Delhi,Retail,Social Media,Gin Fizz,4-Pack,350,02-04-2025,4,1400,Yes,5,Yes,16,Apr,No,350,Gen X
C0383,23,Female,Bangalore,Online,Social Media,Rum Punch,Single,250,14-01-2025,1,250,No,5,No,0,Jan,No,250,Gen Z
C0384,36,Female,Ahmedabad,Online,Social Media,Mojito,Single,250,26-01-2025,1,250,No,5,Yes,29,Jan,No,250,Gen X
C0385,23,Female,Pune,Retail,Social Media,Gin Fizz,4-Pack,350,23-02-2025,4,1400,Yes,4,No,0,Feb,No,350,Gen Z
C0386,31,Female,Delhi,Online,Email,Long Island,12-Pack,400,22-06-2025,12,4800,No,4,No,0,Jun,No,400,Millennial
C0387,41,Male,Pune,Retail,Email,Margarita,12-Pack,400,14-01-2025,12,4800,No,3,No,0,Jan,No,400,Gen X
C0388,43,Male,Ahmedabad,Retail,Social Media,Long Island,12-Pack,400,15-06-2025,12,4800,Yes,4,No,0,Jun,Yes,400,Gen X
